TxID,Date,GameTitle,Genre,Platform,PriceUSD,Country,Refunded,SupportTicketRaised
TX-200042,2024-12-26,Apex Circuit,Racing,Xbox,59.99,CA,FALSE,FALSE
TX-200043,2025-06-03,Apex Circuit,Racing,Xbox,59.99,DE,FALSE,FALSE
TX-200044,2025-04-18,Streetline Skate,Skateboarding,PC,39.99,AU,FALSE,FALSE
TX-200045,2026-04-27,Streetline Skate,Skateboarding,PC,39.99,UK,FALSE,FALSE
TX-200046,2024-08-24,Streetline Skate,Skateboarding,PC,39.99,US,FALSE,FALSE
TX-200047,2024-08-19,Highland Velocity,Racing,Xbox,59.99,UK,FALSE,FALSE
TX-200048,2025-05-24,Streetline Skate,Skateboarding,PlayStation,39.99,UK,FALSE,FALSE
TX-200049,2025-09-23,LifeSpace,Life Simulation,PC,49.99,FR,FALSE,TRUE
TX-200050,2025-06-13,LifeSpace,Life Simulation,PC,49.99,CA,FALSE,FALSE
TX-200051,2024-06-15,Highland Velocity,Racing,PlayStation,59.99,DE,FALSE,FALSE
TX-200052,2025-12-20,Highland Velocity,Racing,Xbox,59.99,CA,FALSE,FALSE
TX-200053,2025-03-22,Streetline Skate,Skateboarding,PC,39.99,CA,FALSE,FALSE
TX-200054,2025-10-09,LifeSpace,Life Simulation,PC,49.99,JP,FALSE,FALSE
TX-200055,2025-08-21,Apex Circuit,Racing,Xbox,59.99,AU,FALSE,FALSE
TX-200056,2026-03-22,Streetline Skate,Skateboarding,PlayStation,39.99,CA,FALSE,FALSE
TX-200057,2026-05-06,Streetline Skate,Skateboarding,Xbox,39.99,JP,FALSE,FALSE
TX-200058,2025-05-18,LifeSpace,Life Simulation,PC,49.99,UK,FALSE,TRUE
TX-200059,2026-02-26,Apex Circuit,Racing,PlayStation,59.99,BR,FALSE,FALSE
TX-200060,2025-10-16,Apex Circuit,Racing,PlayStation,59.99,JP,FALSE,FALSE
TX-200061,2026-04-12,Highland Velocity,Racing,PlayStation,59.99,BR,FALSE,FALSE
TX-200062,2025-10-29,LifeSpace,Life Simulation,PC,49.99,FR,FALSE,TRUE
TX-200063,2026-04-26,Highland Velocity,Racing,Xbox,59.99,UK,FALSE,FALSE
TX-200064,2025-09-22,Streetline Skate,Skateboarding,Xbox,39.99,JP,FALSE,FALSE
TX-200065,2026-03-01,Apex Circuit,Racing,PlayStation,59.99,UK,FALSE,FALSE
TX-200066,2025-09-30,LifeSpace,Life Simulation,PlayStation,49.99,DE,FALSE,TRUE
TX-200067,2024-07-17,LifeSpace,Life Simulation,PC,49.99,UK,FALSE,FALSE
TX-200068,2025-03-15,LifeSpace,Life Simulation,PlayStation,49.99,DE,FALSE,FALSE
TX-200069,2025-11-18,Highland Velocity,Racing,Xbox,59.99,JP,FALSE,FALSE
TX-200070,2025-12-19,Apex Circuit,Racing,PC,59.99,AU,FALSE,TRUE
TX-200071,2025-03-03,Streetline Skate,Skateboarding,PC,39.99,JP,FALSE,FALSE
TX-200072,2026-02-25,Highland Velocity,Racing,PlayStation,59.99,BR,FALSE,FALSE
TX-200073,2026-05-23,Apex Circuit,Racing,PlayStation,59.99,UK,FALSE,FALSE
TX-200074,2026-04-02,Apex Circuit,Racing,Xbox,59.99,CA,FALSE,FALSE
TX-200075,2024-11-23,LifeSpace,Life Simulation,PC,49.99,AU,FALSE,FALSE
TX-200076,2026-04-21,Streetline Skate,Skateboarding,PC,39.99,BR,FALSE,FALSE
TX-200077,2024-06-14,Streetline Skate,Skateboarding,PC,39.99,UK,FALSE,FALSE
TX-200078,2025-10-18,Apex Circuit,Racing,PlayStation,59.99,UK,FALSE,FALSE
TX-200079,2024-11-17,Highland Velocity,Racing,Xbox,59.99,JP,FALSE,FALSE
TX-200080,2026-02-22,LifeSpace,Life Simulation,PC,49.99,JP,FALSE,TRUE
TX-200081,2024-08-21,Streetline Skate,Skateboarding,PlayStation,39.99,BR,FALSE,FALSE
TX-200082,2025-05-24,Streetline Skate,Skateboarding,PC,39.99,UK,FALSE,FALSE
TX-200083,2026-03-03,Apex Circuit,Racing,PlayStation,59.99,JP,FALSE,FALSE
TX-200084,2024-06-11,Streetline Skate,Skateboarding,PlayStation,39.99,CA,FALSE,FALSE
TX-200085,2026-05-05,Highland Velocity,Racing,PlayStation,59.99,DE,FALSE,FALSE
TX-200086,2026-04-11,Highland Velocity,Racing,PlayStation,59.99,DE,FALSE,TRUE
TX-200087,2025-06-25,Apex Circuit,Racing,PlayStation,59.99,UK,FALSE,FALSE
TX-200088,2025-04-23,LifeSpace,Life Simulation,PC,49.99,FR,FALSE,FALSE
TX-200089,2024-12-02,LifeSpace,Life Simulation,PC,49.99,US,FALSE,TRUE
TX-200090,2026-03-11,Streetline Skate,Skateboarding,PC,39.99,UK,FALSE,FALSE
TX-200091,2024-12-24,Highland Velocity,Racing,Xbox,59.99,DE,FALSE,FALSE
TX-200092,2024-07-18,LifeSpace,Life Simulation,PC,49.99,BR,FALSE,FALSE
TX-200093,2025-07-31,Apex Circuit,Racing,PC,59.99,UK,FALSE,TRUE
TX-200094,2025-11-04,Highland Velocity,Racing,PC,59.99,US,FALSE,FALSE
TX-200095,2026-03-13,Apex Circuit,Racing,PC,59.99,UK,FALSE,FALSE
TX-200096,2025-04-02,LifeSpace,Life Simulation,PC,49.99,CA,FALSE,TRUE
TX-200097,2026-02-23,Apex Circuit,Racing,PC,59.99,DE,FALSE,FALSE
TX-200098,2026-01-13,Apex Circuit,Racing,PlayStation,59.99,US,FALSE,FALSE
TX-200099,2024-11-03,Highland Velocity,Racing,PC,59.99,US,FALSE,FALSE
TX-200100,2026-01-01,Apex Circuit,Racing,PlayStation,59.99,BR,FALSE,FALSE
TX-200101,2024-11-27,Streetline Skate,Skateboarding,PlayStation,39.99,US,FALSE,FALSE
TX-200102,2025-04-15,Apex Circuit,Racing,Switch,59.99,UK,FALSE,FALSE
TX-200103,2025-08-03,Highland Velocity,Racing,PlayStation,59.99,DE,TRUE,FALSE
TX-200104,2025-08-14,Apex Circuit,Racing,Switch,59.99,BR,FALSE,FALSE
TX-200105,2025-06-03,LifeSpace,Life Simulation,PC,49.99,CA,FALSE,FALSE
TX-200106,2025-09-03,LifeSpace,Life Simulation,PC,49.99,DE,FALSE,FALSE
TX-200107,2024-08-13,Apex Circuit,Racing,PC,59.99,AU,FALSE,FALSE
TX-200108,2024-10-08,Apex Circuit,Racing,PlayStation,59.99,FR,FALSE,FALSE
TX-200109,2026-05-22,LifeSpace,Life Simulation,PC,49.99,AU,TRUE,TRUE
TX-200110,2025-06-13,Apex Circuit,Racing,Xbox,59.99,US,FALSE,FALSE
TX-200111,2024-06-24,Streetline Skate,Skateboarding,PlayStation,39.99,UK,FALSE,FALSE
TX-200112,2026-04-09,Highland Velocity,Racing,PlayStation,59.99,BR,FALSE,FALSE
TX-200113,2024-12-09,Apex Circuit,Racing,PlayStation,59.99,CA,FALSE,TRUE
TX-200114,2024-09-13,LifeSpace,Life Simulation,PC,49.99,US,FALSE,FALSE
TX-200115,2024-12-01,Apex Circuit,Racing,Xbox,59.99,UK,FALSE,FALSE
TX-200116,2025-08-02,Highland Velocity,Racing,PC,59.99,CA,FALSE,FALSE
TX-200117,2024-12-23,Highland Velocity,Racing,PC,59.99,UK,FALSE,FALSE
TX-200118,2025-03-21,LifeSpace,Life Simulation,PC,49.99,US,FALSE,TRUE
TX-200119,2026-02-24,Highland Velocity,Racing,PlayStation,59.99,DE,FALSE,FALSE
TX-200120,2025-11-04,Apex Circuit,Racing,PlayStation,59.99,AU,FALSE,FALSE
TX-200121,2026-01-20,Apex Circuit,Racing,PlayStation,59.99,AU,FALSE,FALSE
TX-200122,2024-08-28,Streetline Skate,Skateboarding,PC,39.99,CA,FALSE,FALSE
TX-200123,2025-01-05,Apex Circuit,Racing,Xbox,59.99,UK,FALSE,FALSE
TX-200124,2026-05-24,Highland Velocity,Racing,PC,59.99,UK,FALSE,TRUE
TX-200125,2025-06-20,Highland Velocity,Racing,PC,59.99,JP,FALSE,FALSE
TX-200126,2025-12-08,Highland Velocity,Racing,PC,59.99,UK,FALSE,FALSE
TX-200127,2024-10-28,Highland Velocity,Racing,Xbox,59.99,JP,FALSE,FALSE
TX-200128,2025-09-29,Highland Velocity,Racing,Xbox,59.99,CA,FALSE,FALSE
TX-200129,2025-09-18,Streetline Skate,Skateboarding,PC,39.99,AU,FALSE,FALSE
TX-200130,2025-08-11,Streetline Skate,Skateboarding,PC,39.99,DE,FALSE,FALSE
TX-200131,2025-07-30,Streetline Skate,Skateboarding,PC,39.99,BR,FALSE,FALSE
TX-200132,2025-05-05,Streetline Skate,Skateboarding,PC,39.99,FR,FALSE,FALSE
TX-200133,2025-10-18,Apex Circuit,Racing,PC,59.99,CA,FALSE,FALSE
TX-200134,2025-07-05,LifeSpace,Life Simulation,PC,49.99,UK,FALSE,FALSE
TX-200135,2025-12-20,Apex Circuit,Racing,PC,59.99,AU,FALSE,FALSE
TX-200136,2024-11-11,Apex Circuit,Racing,Xbox,59.99,JP,FALSE,FALSE
TX-200137,2025-07-24,Apex Circuit,Racing,PlayStation,59.99,AU,FALSE,FALSE
TX-200138,2025-02-09,Streetline Skate,Skateboarding,PlayStation,39.99,US,FALSE,FALSE
TX-200139,2026-02-06,Highland Velocity,Racing,PlayStation,59.99,AU,FALSE,FALSE
TX-200140,2025-06-18,Streetline Skate,Skateboarding,PC,39.99,AU,FALSE,FALSE
TX-200141,2024-07-22,Streetline Skate,Skateboarding,Xbox,39.99,BR,FALSE,FALSE
TX-200142,2025-05-19,Streetline Skate,Skateboarding,PC,39.99,CA,FALSE,FALSE
TX-200143,2025-05-16,Streetline Skate,Skateboarding,Xbox,39.99,US,FALSE,FALSE
TX-200144,2024-10-31,Apex Circuit,Racing,Xbox,59.99,JP,FALSE,FALSE
TX-200145,2024-08-17,Streetline Skate,Skateboarding,Xbox,39.99,CA,FALSE,FALSE
TX-200146,2024-11-07,Highland Velocity,Racing,Xbox,59.99,AU,FALSE,FALSE
TX-200147,2025-05-13,Streetline Skate,Skateboarding,PC,39.99,US,FALSE,FALSE
TX-200148,2025-08-28,Highland Velocity,Racing,Xbox,59.99,JP,FALSE,FALSE
TX-200149,2024-08-10,Highland Velocity,Racing,PlayStation,59.99,US,FALSE,TRUE
TX-200150,2025-04-10,LifeSpace,Life Simulation,PC,49.99,FR,FALSE,FALSE
TX-200151,2024-10-31,LifeSpace,Life Simulation,PlayStation,49.99,BR,FALSE,TRUE
TX-200152,2026-04-13,Streetline Skate,Skateboarding,PlayStation,39.99,UK,FALSE,FALSE
TX-200153,2025-07-27,Apex Circuit,Racing,PlayStation,59.99,BR,FALSE,FALSE
TX-200154,2024-06-13,Streetline Skate,Skateboarding,PC,39.99,AU,FALSE,FALSE
TX-200155,2025-08-03,Apex Circuit,Racing,PlayStation,59.99,BR,FALSE,FALSE
TX-200156,2026-01-23,Apex Circuit,Racing,Xbox,59.99,US,FALSE,TRUE
TX-200157,2024-10-13,LifeSpace,Life Simulation,PlayStation,49.99,DE,FALSE,FALSE
TX-200158,2025-06-28,Highland Velocity,Racing,PlayStation,59.99,FR,FALSE,TRUE
TX-200159,2025-06-25,LifeSpace,Life Simulation,PC,49.99,FR,FALSE,FALSE
TX-200160,2024-08-29,Streetline Skate,Skateboarding,PC,39.99,AU,FALSE,TRUE
TX-200161,2025-07-23,LifeSpace,Life Simulation,PC,49.99,DE,TRUE,TRUE
TX-200162,2026-04-01,LifeSpace,Life Simulation,PC,49.99,US,FALSE,FALSE
TX-200163,2026-02-27,Streetline Skate,Skateboarding,PlayStation,39.99,CA,FALSE,FALSE
TX-200164,2025-05-29,Apex Circuit,Racing,Xbox,59.99,CA,FALSE,FALSE
TX-200165,2025-08-29,Streetline Skate,Skateboarding,PC,39.99,CA,TRUE,FALSE
TX-200166,2025-12-13,Apex Circuit,Racing,PC,59.99,CA,FALSE,FALSE
TX-200167,2026-04-25,LifeSpace,Life Simulation,PlayStation,49.99,AU,FALSE,FALSE
TX-200168,2024-11-25,Highland Velocity,Racing,PlayStation,59.99,CA,FALSE,FALSE
TX-200169,2025-02-07,LifeSpace,Life Simulation,PC,49.99,FR,FALSE,TRUE
TX-200170,2025-04-22,Apex Circuit,Racing,PC,59.99,UK,FALSE,FALSE
TX-200171,2025-10-01,Highland Velocity,Racing,PC,59.99,JP,FALSE,FALSE
TX-200172,2024-07-17,Highland Velocity,Racing,PlayStation,59.99,JP,FALSE,FALSE
TX-200173,2024-10-21,Streetline Skate,Skateboarding,PlayStation,39.99,US,FALSE,FALSE
TX-200174,2026-02-21,Highland Velocity,Racing,Switch,59.99,AU,FALSE,FALSE
TX-200175,2025-08-02,Apex Circuit,Racing,PC,59.99,US,FALSE,FALSE
TX-200176,2024-07-15,LifeSpace,Life Simulation,PC,49.99,BR,FALSE,FALSE
TX-200177,2024-07-30,Apex Circuit,Racing,PC,59.99,UK,FALSE,FALSE
TX-200178,2025-03-18,Apex Circuit,Racing,PlayStation,59.99,AU,FALSE,FALSE
TX-200179,2025-07-29,Streetline Skate,Skateboarding,Xbox,39.99,CA,FALSE,FALSE
TX-200180,2025-03-30,LifeSpace,Life Simulation,PlayStation,49.99,BR,FALSE,FALSE
TX-200181,2026-03-17,Streetline Skate,Skateboarding,Xbox,39.99,US,FALSE,FALSE
TX-200182,2025-08-17,Apex Circuit,Racing,PlayStation,59.99,US,FALSE,FALSE
TX-200183,2026-02-06,LifeSpace,Life Simulation,PC,49.99,BR,FALSE,FALSE
TX-200184,2025-09-23,Apex Circuit,Racing,PlayStation,59.99,AU,FALSE,FALSE
TX-200185,2025-09-07,LifeSpace,Life Simulation,PC,49.99,US,FALSE,FALSE
TX-200186,2025-06-01,Streetline Skate,Skateboarding,Xbox,39.99,DE,FALSE,FALSE
TX-200187,2024-07-24,LifeSpace,Life Simulation,PlayStation,49.99,BR,FALSE,FALSE
TX-200188,2024-07-16,Apex Circuit,Racing,PlayStation,59.99,BR,FALSE,FALSE
TX-200189,2024-09-04,Apex Circuit,Racing,PC,59.99,DE,FALSE,FALSE
TX-200190,2024-06-28,Streetline Skate,Skateboarding,PC,39.99,BR,FALSE,FALSE
TX-200191,2024-08-02,Apex Circuit,Racing,Xbox,59.99,UK,FALSE,FALSE
TX-200192,2024-09-04,Highland Velocity,Racing,PlayStation,59.99,JP,FALSE,FALSE
TX-200193,2025-05-04,LifeSpace,Life Simulation,PC,49.99,UK,FALSE,TRUE
TX-200194,2025-06-21,Streetline Skate,Skateboarding,PC,39.99,BR,TRUE,FALSE
TX-200195,2025-09-28,LifeSpace,Life Simulation,PC,49.99,CA,FALSE,FALSE
TX-200196,2024-12-18,Highland Velocity,Racing,PC,59.99,JP,FALSE,FALSE
TX-200197,2025-03-20,Highland Velocity,Racing,Xbox,59.99,UK,FALSE,FALSE
TX-200198,2025-06-27,Streetline Skate,Skateboarding,PlayStation,39.99,FR,FALSE,FALSE
TX-200199,2026-01-24,Apex Circuit,Racing,Xbox,59.99,CA,FALSE,FALSE
TX-200200,2025-02-17,Highland Velocity,Racing,PC,59.99,CA,FALSE,FALSE
TX-200201,2025-12-12,LifeSpace,Life Simulation,PlayStation,49.99,US,FALSE,FALSE
TX-200202,2024-09-16,LifeSpace,Life Simulation,PC,49.99,DE,FALSE,FALSE
TX-200203,2025-11-13,Apex Circuit,Racing,PlayStation,59.99,DE,FALSE,FALSE
TX-200204,2025-12-22,Streetline Skate,Skateboarding,Xbox,39.99,JP,FALSE,FALSE
TX-200205,2024-08-31,LifeSpace,Life Simulation,PC,49.99,JP,FALSE,FALSE
TX-200206,2024-06-29,LifeSpace,Life Simulation,PC,49.99,CA,FALSE,FALSE
TX-200207,2025-02-09,Highland Velocity,Racing,PlayStation,59.99,CA,FALSE,FALSE
TX-200208,2026-03-18,Apex Circuit,Racing,Switch,59.99,JP,FALSE,FALSE
TX-200209,2025-07-09,Highland Velocity,Racing,Xbox,59.99,AU,FALSE,FALSE
TX-200210,2025-06-11,LifeSpace,Life Simulation,PC,49.99,US,FALSE,TRUE
TX-200211,2024-10-27,Highland Velocity,Racing,Xbox,59.99,US,FALSE,FALSE
TX-200212,2025-01-21,Streetline Skate,Skateboarding,PC,39.99,BR,FALSE,FALSE
TX-200213,2026-01-20,Highland Velocity,Racing,PlayStation,59.99,FR,FALSE,FALSE
TX-200214,2024-12-09,Streetline Skate,Skateboarding,Xbox,39.99,CA,FALSE,FALSE
TX-200215,2026-01-30,LifeSpace,Life Simulation,PC,49.99,AU,TRUE,FALSE
TX-200216,2025-08-06,Highland Velocity,Racing,PC,59.99,AU,FALSE,FALSE
TX-200217,2025-09-17,Streetline Skate,Skateboarding,PC,39.99,CA,FALSE,FALSE
TX-200218,2025-03-31,Streetline Skate,Skateboarding,PC,39.99,JP,FALSE,FALSE
TX-200219,2026-03-20,Highland Velocity,Racing,PC,59.99,CA,FALSE,FALSE
TX-200220,2026-04-05,Apex Circuit,Racing,Switch,59.99,AU,FALSE,FALSE
TX-200221,2024-07-11,LifeSpace,Life Simulation,PlayStation,49.99,UK,FALSE,FALSE
TX-200222,2025-02-17,LifeSpace,Life Simulation,PlayStation,49.99,AU,FALSE,FALSE
TX-200223,2026-05-08,Streetline Skate,Skateboarding,Xbox,39.99,FR,FALSE,FALSE
TX-200224,2025-12-21,Streetline Skate,Skateboarding,Xbox,39.99,JP,FALSE,FALSE
TX-200225,2024-07-14,Highland Velocity,Racing,PlayStation,59.99,JP,FALSE,FALSE
TX-200226,2024-08-28,Streetline Skate,Skateboarding,PlayStation,39.99,CA,FALSE,FALSE
TX-200227,2025-01-05,LifeSpace,Life Simulation,PC,49.99,BR,FALSE,FALSE
TX-200228,2024-08-26,LifeSpace,Life Simulation,PC,49.99,FR,FALSE,FALSE
TX-200229,2025-07-31,Streetline Skate,Skateboarding,PC,39.99,FR,FALSE,FALSE
TX-200230,2026-05-05,Streetline Skate,Skateboarding,PlayStation,39.99,AU,FALSE,FALSE
TX-200231,2026-03-04,Streetline Skate,Skateboarding,PlayStation,39.99,BR,FALSE,FALSE
TX-200232,2025-10-26,Apex Circuit,Racing,Xbox,59.99,AU,FALSE,FALSE
TX-200233,2025-02-14,Streetline Skate,Skateboarding,PlayStation,39.99,FR,FALSE,FALSE
TX-200234,2025-01-08,Highland Velocity,Racing,PC,59.99,DE,FALSE,FALSE
TX-200235,2025-05-27,Streetline Skate,Skateboarding,PC,39.99,CA,FALSE,FALSE
TX-200236,2026-05-09,Highland Velocity,Racing,Switch,59.99,DE,FALSE,FALSE
TX-200237,2025-02-01,Highland Velocity,Racing,PlayStation,59.99,UK,FALSE,FALSE
TX-200238,2025-12-04,Highland Velocity,Racing,Xbox,59.99,US,FALSE,FALSE
TX-200239,2025-12-07,Streetline Skate,Skateboarding,PlayStation,39.99,FR,FALSE,FALSE
TX-200240,2024-06-03,LifeSpace,Life Simulation,PC,49.99,JP,FALSE,TRUE
TX-200241,2024-09-14,Highland Velocity,Racing,Xbox,59.99,AU,FALSE,FALSE
TX-200242,2025-07-16,Apex Circuit,Racing,Xbox,59.99,US,FALSE,FALSE
TX-200243,2024-09-20,LifeSpace,Life Simulation,PC,49.99,JP,FALSE,TRUE
TX-200244,2026-01-30,Highland Velocity,Racing,PC,59.99,DE,FALSE,FALSE
TX-200245,2025-01-15,LifeSpace,Life Simulation,PC,49.99,BR,TRUE,FALSE
TX-200246,2025-09-09,Highland Velocity,Racing,Xbox,59.99,US,FALSE,FALSE
TX-200247,2025-01-03,Highland Velocity,Racing,PlayStation,59.99,DE,FALSE,FALSE
TX-200248,2024-10-11,LifeSpace,Life Simulation,PC,49.99,UK,FALSE,TRUE
TX-200249,2025-01-12,Apex Circuit,Racing,Switch,59.99,CA,FALSE,FALSE
TX-200250,2026-02-07,Highland Velocity,Racing,PlayStation,59.99,CA,FALSE,FALSE
TX-200251,2026-02-18,Highland Velocity,Racing,PC,59.99,BR,FALSE,TRUE
TX-200252,2026-04-13,Streetline Skate,Skateboarding,PlayStation,39.99,BR,FALSE,FALSE
TX-200253,2024-08-09,Apex Circuit,Racing,Xbox,59.99,US,FALSE,FALSE
TX-200254,2026-02-21,Apex Circuit,Racing,PlayStation,59.99,CA,FALSE,FALSE
TX-200255,2025-12-28,LifeSpace,Life Simulation,PC,49.99,FR,TRUE,FALSE
TX-200256,2025-11-04,LifeSpace,Life Simulation,PlayStation,49.99,US,FALSE,FALSE
TX-200257,2024-12-04,LifeSpace,Life Simulation,PC,49.99,CA,FALSE,FALSE
TX-200258,2024-11-23,LifeSpace,Life Simulation,PC,49.99,US,FALSE,FALSE
TX-200259,2026-03-26,Apex Circuit,Racing,PC,59.99,JP,FALSE,FALSE
TX-200260,2025-11-17,LifeSpace,Life Simulation,PC,49.99,DE,FALSE,FALSE
TX-200261,2025-02-06,LifeSpace,Life Simulation,PC,49.99,DE,FALSE,TRUE
TX-200262,2024-08-17,Apex Circuit,Racing,PC,59.99,FR,FALSE,FALSE
TX-200263,2026-01-04,Streetline Skate,Skateboarding,Xbox,39.99,DE,FALSE,FALSE
TX-200264,2025-11-24,LifeSpace,Life Simulation,PlayStation,49.99,DE,FALSE,FALSE
TX-200265,2025-07-25,Streetline Skate,Skateboarding,Xbox,39.99,CA,FALSE,FALSE
TX-200266,2025-01-09,Apex Circuit,Racing,PlayStation,59.99,FR,FALSE,TRUE
TX-200267,2025-03-27,LifeSpace,Life Simulation,PC,49.99,UK,FALSE,FALSE
TX-200268,2025-07-01,Apex Circuit,Racing,PC,59.99,JP,FALSE,FALSE
TX-200269,2025-08-24,Apex Circuit,Racing,Switch,59.99,BR,FALSE,TRUE
TX-200270,2025-11-10,Streetline Skate,Skateboarding,PC,39.99,UK,FALSE,FALSE
TX-200271,2025-04-11,Streetline Skate,Skateboarding,PlayStation,39.99,AU,FALSE,FALSE
TX-200272,2025-08-12,LifeSpace,Life Simulation,PC,49.99,BR,FALSE,FALSE
TX-200273,2025-01-31,Streetline Skate,Skateboarding,PC,39.99,CA,FALSE,FALSE
TX-200274,2024-11-15,Streetline Skate,Skateboarding,PC,39.99,DE,FALSE,FALSE
TX-200275,2025-05-05,LifeSpace,Life Simulation,PC,49.99,FR,FALSE,FALSE
TX-200276,2026-02-08,LifeSpace,Life Simulation,PC,49.99,BR,FALSE,FALSE
TX-200277,2025-12-13,Apex Circuit,Racing,PC,59.99,AU,FALSE,FALSE
TX-200278,2024-08-29,Apex Circuit,Racing,Xbox,59.99,JP,FALSE,FALSE
TX-200279,2024-07-06,Highland Velocity,Racing,Xbox,59.99,DE,FALSE,FALSE
TX-200280,2024-08-05,Apex Circuit,Racing,PlayStation,59.99,CA,FALSE,FALSE
TX-200281,2025-09-14,LifeSpace,Life Simulation,PC,49.99,CA,FALSE,FALSE
TX-200282,2025-11-22,Apex Circuit,Racing,Xbox,59.99,US,FALSE,TRUE
TX-200283,2024-08-25,Apex Circuit,Racing,Switch,59.99,DE,FALSE,FALSE
TX-200284,2025-01-04,Apex Circuit,Racing,PlayStation,59.99,CA,TRUE,FALSE
TX-200285,2025-07-11,LifeSpace,Life Simulation,PC,49.99,US,FALSE,FALSE
TX-200286,2026-02-16,Highland Velocity,Racing,Xbox,59.99,FR,FALSE,FALSE
TX-200287,2026-03-07,LifeSpace,Life Simulation,PC,49.99,JP,FALSE,FALSE
TX-200288,2024-09-05,Highland Velocity,Racing,PC,59.99,CA,FALSE,FALSE
TX-200289,2025-10-27,LifeSpace,Life Simulation,PlayStation,49.99,CA,FALSE,FALSE
TX-200290,2025-03-23,Apex Circuit,Racing,PC,59.99,AU,FALSE,FALSE
TX-200291,2026-02-20,LifeSpace,Life Simulation,PlayStation,49.99,AU,FALSE,TRUE
TX-200292,2025-12-07,LifeSpace,Life Simulation,PC,49.99,DE,FALSE,FALSE
